country,indicator,year,value
CRI,Inflation,2031,3.0
CRI,Fiscal balance,2027,-3.501
CRI,Fiscal balance,2028,-3.161
CRI,Fiscal balance,2029,-2.825
CRI,Fiscal balance,2030,-2.481
CRI,Fiscal balance,2031,-2.195
CRI,Fiscal balance,2027,0.921
CRI,Fiscal balance,2028,1.126
CRI,Fiscal balance,2029,1.283
CRI,Fiscal balance,2030,1.448
CRI,Fiscal balance,2031,1.537
CRI,Gen gov debt,2027,61.443
CRI,Gen gov debt,2028,61.38
CRI,Gen gov debt,2029,60.847
CRI,Gen gov debt,2030,59.906
CRI,Gen gov debt,2031,58.597
DMA,GDP growth,2027,2.839
DMA,GDP growth,2028,2.733
DMA,GDP growth,2029,2.425
DMA,GDP growth,2030,2.132
DMA,GDP growth,2031,2.0
DMA,Inflation,2027,2.3
DMA,Inflation,2028,2.2
DMA,Inflation,2029,2.2
DMA,Inflation,2030,2.2
DMA,Inflation,2031,2.2
DMA,Fiscal balance,2027,-0.993
DMA,Fiscal balance,2028,-0.862
DMA,Fiscal balance,2029,-0.548
DMA,Fiscal balance,2030,-0.049
DMA,Fiscal balance,2031,-0.007
DMA,Fiscal balance,2027,1.076
DMA,Fiscal balance,2028,1.224
DMA,Fiscal balance,2029,1.542
DMA,Fiscal balance,2030,2.03
DMA,Fiscal balance,2031,2.023
DMA,Gen gov debt,2027,94.716
DMA,Gen gov debt,2028,91.4
DMA,Gen gov debt,2029,88.219
DMA,Gen gov debt,2030,84.846
DMA,Gen gov debt,2031,81.579
DOM,GDP growth,2027,4.397
DOM,GDP growth,2028,4.681
DOM,GDP growth,2029,4.856
DOM,GDP growth,2030,4.952
DOM,GDP growth,2031,5.004
DOM,Inflation,2027,4.473
DOM,Inflation,2028,4.022
DOM,Inflation,2029,3.973
DOM,Inflation,2030,4.021
DOM,Inflation,2031,4.034
DOM,Fiscal balance,2027,-3.223
DOM,Fiscal balance,2028,-2.897
DOM,Fiscal balance,2029,-2.624
DOM,Fiscal balance,2030,-2.262
DOM,Fiscal balance,2031,-2.002
DOM,Fiscal balance,2027,0.477
DOM,Fiscal balance,2028,0.784
DOM,Fiscal balance,2029,1.007
DOM,Fiscal balance,2030,1.298
DOM,Fiscal balance,2031,1.462
DOM,Gen gov debt,2027,56.654
DOM,Gen gov debt,2028,55.375
DOM,Gen gov debt,2029,54.02
DOM,Gen gov debt,2030,52.379
DOM,Gen gov debt,2031,50.015
ECU,GDP growth,2027,2.5
ECU,GDP growth,2028,2.6
ECU,GDP growth,2029,2.8
ECU,GDP growth,2030,3.0
ECU,GDP growth,2031,3.0
ECU,Inflation,2027,1.61
ECU,Inflation,2028,1.5
ECU,Inflation,2029,1.5
ECU,Inflation,2030,1.5
ECU,Inflation,2031,1.5
SLV,GDP growth,2027,3.0
SLV,GDP growth,2028,3.0
SLV,GDP growth,2029,3.0
SLV,GDP growth,2030,3.0
SLV,GDP growth,2031,3.0
SLV,Inflation,2027,2.0
SLV,Inflation,2028,1.8
SLV,Inflation,2029,1.8
SLV,Inflation,2030,1.8
SLV,Inflation,2031,1.8
SLV,Fiscal balance,2027,-1.927
SLV,Fiscal balance,2028,-2.259
SLV,Fiscal balance,2029,-2.006
SLV,Fiscal balance,2030,-1.826
SLV,Fiscal balance,2031,-1.437
SLV,Fiscal balance,2027,3.709
SLV,Fiscal balance,2028,3.725
SLV,Fiscal balance,2029,3.713
SLV,Fiscal balance,2030,3.73
SLV,Fiscal balance,2031,3.726
SLV,Gen gov debt,2027,82.204
SLV,Gen gov debt,2028,80.284
SLV,Gen gov debt,2029,78.351
SLV,Gen gov debt,2030,76.556
SLV,Gen gov debt,2031,74.359
GRD,GDP growth,2027,3.076
GRD,GDP growth,2028,2.965
GRD,GDP growth,2029,2.735
GRD,GDP growth,2030,2.735
GRD,GDP growth,2031,2.735
GRD,Inflation,2027,1.6
GRD,Inflation,2028,2.0
GRD,Inflation,2029,2.0
GRD,Inflation,2030,2.0
GRD,Inflation,2031,2.0
GRD,Fiscal balance,2027,-0.088
GRD,Fiscal balance,2028,-0.013
GRD,Fiscal balance,2029,0.035
GRD,Fiscal balance,2030,0.333
GRD,Fiscal balance,2031,0.357
GRD,Fiscal balance,2027,1.503
GRD,Fiscal balance,2028,1.497
GRD,Fiscal balance,2029,1.502
GRD,Fiscal balance,2030,1.501
GRD,Fiscal balance,2031,1.501
GRD,Gen gov debt,2027,69.479
GRD,Gen gov debt,2028,69.769
GRD,Gen gov debt,2029,69.892
GRD,Gen gov debt,2030,69.674
GRD,Gen gov debt,2031,66.751
GTM,GDP growth,2027,3.98
GTM,GDP growth,2028,3.92
GTM,GDP growth,2029,3.84
GTM,GDP growth,2030,3.88
GTM,GDP growth,2031,3.92
GTM,Inflation,2027,4.049
GTM,Inflation,2028,3.639
GTM,Inflation,2029,3.85
GTM,Inflation,2030,4.006
GTM,Inflation,2031,4.001
GTM,Fiscal balance,2027,-2.525
GTM,Fiscal balance,2028,-2.543
GTM,Fiscal balance,2029,-2.465
GTM,Fiscal balance,2030,-2.489
GTM,Fiscal balance,2031,-2.446
GTM,Fiscal balance,2027,-0.843
GTM,Fiscal balance,2028,-0.815
GTM,Fiscal balance,2029,-0.693
GTM,Fiscal balance,2030,-0.687
GTM,Fiscal balance,2031,-0.618
GTM,Gen gov debt,2027,28.057
GTM,Gen gov debt,2028,28.601
GTM,Gen gov debt,2029,28.986
GTM,Gen gov debt,2030,29.322
GTM,Gen gov debt,2031,29.574
GUY,GDP growth,2027,19.664
GUY,GDP growth,2028,22.087
GUY,GDP growth,2029,12.798
GUY,GDP growth,2030,11.521
GUY,GDP growth,2031,1.057
GUY,Inflation,2027,5.145
GUY,Inflation,2028,5.214
GUY,Inflation,2029,5.408
GUY,Inflation,2030,5.529
GUY,Inflation,2031,5.529
GUY,Fiscal balance,2027,-3.831
GUY,Fiscal balance,2028,-4.19
GUY,Fiscal balance,2029,-3.336
GUY,Fiscal balance,2030,-2.217
GUY,Fiscal balance,2031,-1.099
GUY,Fiscal balance,2027,-3.354
GUY,Fiscal balance,2028,-3.67
GUY,Fiscal balance,2029,-2.812
GUY,Fiscal balance,2030,-1.63
GUY,Fiscal balance,2031,-0.476
GUY,Gen gov debt,2027,27.956
GUY,Gen gov debt,2028,28.271
GUY,Gen gov debt,2029,28.602
GUY,Gen gov debt,2030,29.525
GUY,Gen gov debt,2031,28.894
HTI,GDP growth,2027,0.48
HTI,GDP growth,2028,1.2
HTI,GDP growth,2029,1.3
HTI,GDP growth,2030,1.5
HTI,GDP growth,2031,1.5
HTI,Inflation,2027,19.714
HTI,Inflation,2028,12.909
HTI,Inflation,2029,9.437
HTI,Inflation,2030,7.982
HTI,Inflation,2031,7.982
HTI,Fiscal balance,2027,-0.644
HTI,Fiscal balance,2028,-1.245
HTI,Fiscal balance,2029,-1.427
HTI,Fiscal balance,2030,-1.447
HTI,Fiscal balance,2031,-1.497
HTI,Fiscal balance,2027,-0.308
HTI,Fiscal balance,2028,-0.89
HTI,Fiscal balance,2029,-1.056
HTI,Fiscal balance,2030,-1.058
HTI,Fiscal balance,2031,-1.078
HTI,Gen gov debt,2027,9.589
HTI,Gen gov debt,2028,9.726
HTI,Gen gov debt,2029,10.288
HTI,Gen gov debt,2030,10.995
HTI,Gen gov debt,2031,11.772
HND,GDP growth,2027,3.7
HND,GDP growth,2028,3.8
HND,GDP growth,2029,3.8
HND,GDP growth,2030,3.8
HND,GDP growth,2031,3.8
HND,Inflation,2027,4.494
HND,Inflation,2028,4.0
HND,Inflation,2029,4.0
HND,Inflation,2030,4.0
HND,Inflation,2031,4.0
HND,Fiscal balance,2027,-1.088
HND,Fiscal balance,2028,-0.851
HND,Fiscal balance,2029,-0.677
HND,Fiscal balance,2030,-0.626
HND,Fiscal balance,2031,-0.645
HND,Fiscal balance,2027,-0.617
HND,Fiscal balance,2028,-0.362
HND,Fiscal balance,2029,-0.082
HND,Fiscal balance,2030,0.117
HND,Fiscal balance,2031,0.06
HND,Gen gov debt,2027,40.135
HND,Gen gov debt,2028,40.026
HND,Gen gov debt,2029,39.127
HND,Gen gov debt,2030,35.542
HND,Gen gov debt,2031,34.461
JAM,GDP growth,2027,3.143
JAM,GDP growth,2028,1.846
JAM,GDP growth,2029,1.5
JAM,GDP growth,2030,1.5
JAM,GDP growth,2031,1.5
JAM,Inflation,2027,5.537
JAM,Inflation,2028,5.016
JAM,Inflation,2029,5.0
JAM,Inflation,2030,5.0
JAM,Inflation,2031,5.0
JAM,Fiscal balance,2027,-3.088
JAM,Fiscal balance,2028,-2.052
JAM,Fiscal balance,2029,-1.727
JAM,Fiscal balance,2030,-1.636
JAM,Fiscal balance,2031,-1.539
JAM,Fiscal balance,2027,1.88
JAM,Fiscal balance,2028,2.646
JAM,Fiscal balance,2029,2.848
JAM,Fiscal balance,2030,2.804
JAM,Fiscal balance,2031,2.797
JAM,Gen gov debt,2027,65.017
JAM,Gen gov debt,2028,63.801
JAM,Gen gov debt,2029,62.807
JAM,Gen gov debt,2030,61.626
JAM,Gen gov debt,2031,60.527
MEX,GDP growth,2027,2.186
MEX,GDP growth,2028,2.106
MEX,GDP growth,2029,2.015
MEX,GDP growth,2030,2.015
MEX,GDP growth,2031,2.015
MEX,Inflation,2027,3.421
MEX,Inflation,2028,3.0
MEX,Inflation,2029,3.0
MEX,Inflation,2030,3.0
MEX,Inflation,2031,3.0
MEX,Fiscal balance,2027,-3.5
MEX,Fiscal balance,2028,-3.0
MEX,Fiscal balance,2029,-3.0
MEX,Fiscal balance,2030,-3.0
MEX,Fiscal balance,2031,-3.0
MEX,Fiscal balance,2027,2.112
MEX,Fiscal balance,2028,2.351
MEX,Fiscal balance,2029,2.171
MEX,Fiscal balance,2030,2.055
MEX,Fiscal balance,2031,2.012
MEX,Gen gov debt,2027,63.112
MEX,Gen gov debt,2028,63.109
MEX,Gen gov debt,2029,63.274
MEX,Gen gov debt,2030,63.377
MEX,Gen gov debt,2031,63.588
NIC,GDP growth,2027,3.8
NIC,GDP growth,2028,3.53
NIC,GDP growth,2029,3.53
NIC,GDP growth,2030,3.53
NIC,GDP growth,2031,3.53
NIC,Inflation,2027,3.0
NIC,Inflation,2028,3.0
NIC,Inflation,2029,3.0
NIC,Inflation,2030,3.0
NIC,Inflation,2031,3.0
NIC,Fiscal balance,2027,1.583
NIC,Fiscal balance,2028,1.812
NIC,Fiscal balance,2029,2.011
NIC,Fiscal balance,2030,2.015
NIC,Fiscal balance,2031,2.117
NIC,Fiscal balance,2027,3.093
NIC,Fiscal balance,2028,3.32
NIC,Fiscal balance,2029,3.525
NIC,Fiscal balance,2030,3.523
NIC,Fiscal balance,2031,3.626
NIC,Gen gov debt,2027,32.593
NIC,Gen gov debt,2028,32.455
NIC,Gen gov debt,2029,32.012
NIC,Gen gov debt,2030,31.005
NIC,Gen gov debt,2031,30.588
PAN,GDP growth,2027,4.54
PAN,GDP growth,2028,4.54
PAN,GDP growth,2029,4.754
PAN,GDP growth,2030,4.54
PAN,GDP growth,2031,4.54
PAN,Inflation,2027,2.0
PAN,Inflation,2028,2.0
PAN,Inflation,2029,2.0
PAN,Inflation,2030,2.0
PAN,Inflation,2031,2.0
PAN,Fiscal balance,2027,-2.977
PAN,Fiscal balance,2028,-2.525
PAN,Fiscal balance,2029,-2.024
PAN,Fiscal balance,2030,-1.499
PAN,Fiscal balance,2031,-1.446
PAN,Fiscal balance,2027,-0.056
PAN,Fiscal balance,2028,0.327
PAN,Fiscal balance,2029,0.733
PAN,Fiscal balance,2030,1.265
PAN,Fiscal balance,2031,1.275
PAN,Gen gov debt,2027,57.534
PAN,Gen gov debt,2028,57.085
PAN,Gen gov debt,2029,56.271
PAN,Gen gov debt,2030,55.261
PAN,Gen gov debt,2031,53.925
PRY,GDP growth,2027,3.5
PRY,GDP growth,2028,3.5
PRY,GDP growth,2029,3.5
PRY,GDP growth,2030,3.5
PRY,GDP growth,2031,3.5
PRY,Inflation,2027,3.475
PRY,Inflation,2028,3.5
PRY,Inflation,2029,3.5
PRY,Inflation,2030,3.5
PRY,Inflation,2031,3.5
PRY,Fiscal balance,2027,-1.28
PRY,Fiscal balance,2028,-1.34
PRY,Fiscal balance,2029,-1.384
PRY,Fiscal balance,2030,-1.433
PRY,Fiscal balance,2031,-1.421
PRY,Fiscal balance,2027,0.356
PRY,Fiscal balance,2028,0.265
PRY,Fiscal balance,2029,0.176
PRY,Fiscal balance,2030,0.098
PRY,Fiscal balance,2031,0.074
PRY,Gen gov debt,2027,37.595
PRY,Gen gov debt,2028,37.369
PRY,Gen gov debt,2029,37.186
PRY,Gen gov debt,2030,36.881
PRY,Gen gov debt,2031,36.637
PER,GDP growth,2027,2.8
PER,GDP growth,2028,2.802
PER,GDP growth,2029,2.796
PER,GDP growth,2030,2.803
PER,GDP growth,2031,2.801
PER,Inflation,2027,1.768
PER,Inflation,2028,1.964
PER,Inflation,2029,1.956
PER,Inflation,2030,2.018
PER,Inflation,2031,2.018
PER,Fiscal balance,2027,-1.968
PER,Fiscal balance,2028,-1.927
PER,Fiscal balance,2029,-1.799
PER,Fiscal balance,2030,-1.762
PER,Fiscal balance,2031,-1.696
PER,Fiscal balance,2027,-0.415
PER,Fiscal balance,2028,-0.306
PER,Fiscal balance,2029,-0.152
PER,Fiscal balance,2030,-0.074
PER,Fiscal balance,2031,-0.02
PER,Gen gov debt,2027,30.927
PER,Gen gov debt,2028,31.583
PER,Gen gov debt,2029,32.109
PER,Gen gov debt,2030,32.061
PER,Gen gov debt,2031,32.177
KNA,GDP growth,2027,2.522
KNA,GDP growth,2028,2.635
KNA,GDP growth,2029,2.728
KNA,GDP growth,2030,2.574
KNA,GDP growth,2031,2.461
KNA,Inflation,2027,2.126
KNA,Inflation,2028,2.01
KNA,Inflation,2029,2.044
KNA,Inflation,2030,2.044
KNA,Inflation,2031,2.044
KNA,Fiscal balance,2027,-7.513
KNA,Fiscal balance,2028,-5.591
KNA,Fiscal balance,2029,-5.739
KNA,Fiscal balance,2030,-5.875
KNA,Fiscal balance,2031,-6.003
KNA,Fiscal balance,2027,-5.391
KNA,Fiscal balance,2028,-3.241
KNA,Fiscal balance,2029,-3.241
KNA,Fiscal balance,2030,-3.241
KNA,Fiscal balance,2031,-3.241
KNA,Gen gov debt,2027,68.709
KNA,Gen gov debt,2028,71.299
KNA,Gen gov debt,2029,73.828
KNA,Gen gov debt,2030,76.458
KNA,Gen gov debt,2031,79.225
LCA,GDP growth,2027,1.701
LCA,GDP growth,2028,1.646
LCA,GDP growth,2029,1.568
LCA,GDP growth,2030,1.488
LCA,GDP growth,2031,1.5
LCA,Inflation,2027,2.415
LCA,Inflation,2028,2.222
LCA,Inflation,2029,2.131
LCA,Inflation,2030,2.061
LCA,Inflation,2031,2.017
LCA,Fiscal balance,2027,-2.923
LCA,Fiscal balance,2028,-2.692
LCA,Fiscal balance,2029,-2.536
LCA,Fiscal balance,2030,-2.348
LCA,Fiscal balance,2031,-2.427
LCA,Fiscal balance,2027,0.625
LCA,Fiscal balance,2028,0.984
LCA,Fiscal balance,2029,1.264
LCA,Fiscal balance,2030,1.556
LCA,Fiscal balance,2031,1.455
LCA,Gen gov debt,2027,77.686
LCA,Gen gov debt,2028,77.718
LCA,Gen gov debt,2029,77.697
LCA,Gen gov debt,2030,77.558
LCA,Gen gov debt,2031,77.374
VCT,GDP growth,2027,2.7
VCT,GDP growth,2028,2.7
VCT,GDP growth,2029,2.7
VCT,GDP growth,2030,2.7
VCT,GDP growth,2031,2.7
VCT,Inflation,2027,1.998
VCT,Inflation,2028,1.989
VCT,Inflation,2029,1.989
VCT,Inflation,2030,1.989
VCT,Inflation,2031,1.989
VCT,Fiscal balance,2027,-11.082
VCT,Fiscal balance,2028,-10.233
VCT,Fiscal balance,2029,-9.394
VCT,Fiscal balance,2030,-9.519
VCT,Fiscal balance,2031,-9.642
VCT,Fiscal balance,2027,-7.384
VCT,Fiscal balance,2028,-6.334
VCT,Fiscal balance,2029,-5.334
VCT,Fiscal balance,2030,-5.334
VCT,Fiscal balance,2031,-5.334
VCT,Gen gov debt,2027,126.126
VCT,Gen gov debt,2028,131.34
VCT,Gen gov debt,2029,135.639
VCT,Gen gov debt,2030,140.061
VCT,Gen gov debt,2031,144.677
SUR,GDP growth,2027,4.378
SUR,GDP growth,2028,28.538
SUR,GDP growth,2029,43.456
SUR,GDP growth,2030,3.075
SUR,GDP growth,2031,2.858
SUR,Inflation,2027,10.574
SUR,Inflation,2028,5.793
SUR,Inflation,2029,5.0
SUR,Inflation,2030,5.0
SUR,Inflation,2031,5.0
SUR,Fiscal balance,2027,-4.236
SUR,Fiscal balance,2028,-0.098
SUR,Fiscal balance,2029,5.135
SUR,Fiscal balance,2030,4.927
SUR,Fiscal balance,2031,3.073
SUR,Fiscal balance,2027,0.086
SUR,Fiscal balance,2028,3.327
SUR,Fiscal balance,2029,7.565
SUR,Fiscal balance,2030,7.199
SUR,Fiscal balance,2031,5.176
SUR,Gen gov debt,2027,76.954
SUR,Gen gov debt,2028,58.441
SUR,Gen gov debt,2029,41.009
SUR,Gen gov debt,2030,36.203
SUR,Gen gov debt,2031,35.43
TTO,GDP growth,2027,2.95
TTO,GDP growth,2028,3.501
TTO,GDP growth,2029,2.834
TTO,GDP growth,2030,2.094
TTO,GDP growth,2031,1.79
TTO,Inflation,2027,2.76
TTO,Inflation,2028,2.227
TTO,Inflation,2029,2.088
TTO,Inflation,2030,2.041
TTO,Inflation,2031,1.99
TTO,Fiscal balance,2027,-2.505
TTO,Fiscal balance,2028,-1.708
TTO,Fiscal balance,2029,-2.195
TTO,Fiscal balance,2030,-2.462
TTO,Fiscal balance,2031,-2.732
TTO,Fiscal balance,2027,1.309
TTO,Fiscal balance,2028,1.998
TTO,Fiscal balance,2029,1.465
TTO,Fiscal balance,2030,1.212
TTO,Fiscal balance,2031,0.984
TTO,Gen gov debt,2027,82.848
TTO,Gen gov debt,2028,80.746
TTO,Gen gov debt,2029,80.74
TTO,Gen gov debt,2030,81.202
TTO,Gen gov debt,2031,82.074
URY,GDP growth,2027,2.599
URY,GDP growth,2028,2.311
URY,GDP growth,2029,2.231
URY,GDP growth,2030,2.218
URY,GDP growth,2031,2.218
URY,Inflation,2027,4.493
URY,Inflation,2028,4.482
URY,Inflation,2029,4.5
URY,Inflation,2030,4.513
URY,Inflation,2031,4.516
URY,Fiscal balance,2027,-3.158
URY,Fiscal balance,2028,-2.673
URY,Fiscal balance,2029,-2.229
URY,Fiscal balance,2030,-2.118
URY,Fiscal balance,2031,-2.117
URY,Fiscal balance,2027,-0.81
URY,Fiscal balance,2028,-0.269
URY,Fiscal balance,2029,0.258
URY,Fiscal balance,2030,0.362
URY,Fiscal balance,2031,0.351
URY,Gen gov debt,2027,67.658
URY,Gen gov debt,2028,68.209
URY,Gen gov debt,2029,68.002
URY,Gen gov debt,2030,67.642
URY,Gen gov debt,2031,67.305
VEN,GDP growth,2027,5.997
VEN,Inflation,2027,94.372
DZA,GDP growth,2027,2.873
DZA,GDP growth,2028,2.674
DZA,GDP growth,2029,2.705
DZA,GDP growth,2030,2.634
DZA,GDP growth,2031,2.627
DZA,Inflation,2027,3.016
DZA,Inflation,2028,2.955
DZA,Inflation,2029,3.334
DZA,Inflation,2030,3.311
DZA,Inflation,2031,3.252
DZA,Fiscal balance,2027,-9.689
DZA,Fiscal balance,2028,-9.509
DZA,Fiscal balance,2029,-8.829
DZA,Fiscal balance,2030,-8.621
DZA,Fiscal balance,2031,-8.601
DZA,Fiscal balance,2027,-8.67
DZA,Fiscal balance,2028,-8.271
DZA,Fiscal balance,2029,-7.412
DZA,Fiscal balance,2030,-6.977
DZA,Fiscal balance,2031,-6.692
DZA,Gen gov debt,2027,66.43
DZA,Gen gov debt,2028,72.716
DZA,Gen gov debt,2029,77.34
DZA,Gen gov debt,2030,81.724
DZA,Gen gov debt,2031,85.904
ARM,GDP growth,2027,5.451
ARM,GDP growth,2028,4.951
ARM,GDP growth,2029,4.951
ARM,GDP growth,2030,4.951
ARM,GDP growth,2031,4.951
ARM,Inflation,2027,3.413
ARM,Inflation,2028,3.34
ARM,Inflation,2029,2.999
ARM,Inflation,2030,2.974
ARM,Inflation,2031,3.027
ARM,Fiscal balance,2027,-3.523
ARM,Fiscal balance,2028,-2.852
ARM,Fiscal balance,2029,-2.348
ARM,Fiscal balance,2030,-1.815
ARM,Fiscal balance,2031,-1.321
ARM,Fiscal balance,2027,-0.328
ARM,Fiscal balance,2028,0.31
ARM,Fiscal balance,2029,0.758
ARM,Fiscal balance,2030,1.103
ARM,Fiscal balance,2031,1.378
ARM,Gen gov debt,2027,51.208
ARM,Gen gov debt,2028,51.365
ARM,Gen gov debt,2029,50.447
ARM,Gen gov debt,2030,48.821
ARM,Gen gov debt,2031,46.722
AZE,GDP growth,2027,2.479
AZE,GDP growth,2028,2.467
AZE,GDP growth,2029,2.469
AZE,GDP growth,2030,2.498
AZE,GDP growth,2031,2.528
AZE,Inflation,2027,5.1
AZE,Inflation,2028,4.1
AZE,Inflation,2029,4.0
AZE,Inflation,2030,4.0
AZE,Inflation,2031,4.0
AZE,Fiscal balance,2027,0.181
AZE,Fiscal balance,2028,-0.562
AZE,Fiscal balance,2029,-0.483
AZE,Fiscal balance,2030,-0.606
AZE,Fiscal balance,2031,-0.488
AZE,Fiscal balance,2027,0.898
AZE,Fiscal balance,2028,0.207
AZE,Fiscal balance,2029,0.32
AZE,Fiscal balance,2030,0.214
AZE,Fiscal balance,2031,0.375
AZE,Gen gov debt,2027,19.998
AZE,Gen gov debt,2028,19.932
AZE,Gen gov debt,2029,19.914
AZE,Gen gov debt,2030,20.049
AZE,Gen gov debt,2031,20.236
BHR,GDP growth,2027,4.502
BHR,GDP growth,2028,2.778
BHR,GDP growth,2029,2.902
BHR,GDP growth,2030,3.098
BHR,GDP growth,2031,3.256
BHR,Inflation,2027,1.2
BHR,Inflation,2028,1.6
BHR,Inflation,2029,1.8
BHR,Inflation,2030,2.0
BHR,Inflation,2031,2.0
BHR,Fiscal balance,2027,-9.086
BHR,Fiscal balance,2028,-8.628
BHR,Fiscal balance,2029,-8.218
BHR,Fiscal balance,2030,-8.474
BHR,Fiscal balance,2031,-8.721
BHR,Fiscal balance,2027,-1.893
BHR,Fiscal balance,2028,-1.341
BHR,Fiscal balance,2029,-0.865
BHR,Fiscal balance,2030,-0.938
BHR,Fiscal balance,2031,-1.109
BHR,Gen gov debt,2027,154.507
BHR,Gen gov debt,2028,157.344
BHR,Gen gov debt,2029,158.869
BHR,Gen gov debt,2030,160.025
BHR,Gen gov debt,2031,161.228
DJI,GDP growth,2027,6.0
DJI,GDP growth,2028,5.5
DJI,GDP growth,2029,5.5
DJI,GDP growth,2030,5.5
DJI,GDP growth,2031,5.5
DJI,Inflation,2027,1.241
DJI,Inflation,2028,0.943
DJI,Inflation,2029,0.934
DJI,Inflation,2030,0.925
DJI,Inflation,2031,0.917
DJI,Fiscal balance,2027,-0.286
DJI,Fiscal balance,2028,-0.049
DJI,Fiscal balance,2029,0.049
DJI,Fiscal balance,2030,0.039
DJI,Fiscal balance,2031,0.025
DJI,Fiscal balance,2027,-0.057
DJI,Fiscal balance,2028,0.12
DJI,Fiscal balance,2029,0.195
DJI,Fiscal balance,2030,0.168
DJI,Fiscal balance,2031,0.139
DJI,Gen gov debt,2027,26.733
DJI,Gen gov debt,2028,24.122
DJI,Gen gov debt,2029,21.186
DJI,Gen gov debt,2030,18.541
DJI,Gen gov debt,2031,16.224
EGY,GDP growth,2027,4.829
EGY,GDP growth,2028,5.535
EGY,GDP growth,2029,5.227
EGY,GDP growth,2030,4.842
EGY,GDP growth,2031,4.789
EGY,Inflation,2027,11.108
EGY,Inflation,2028,8.119
EGY,Inflation,2029,6.203
EGY,Inflation,2030,5.363
EGY,Inflation,2031,5.324
EGY,Fiscal balance,2027,-8.87
EGY,Fiscal balance,2028,-6.957
EGY,Fiscal balance,2029,-4.384
EGY,Fiscal balance,2030,-3.561
EGY,Fiscal balance,2031,-3.077
EGY,Fiscal balance,2027,3.523
EGY,Fiscal balance,2028,3.489
EGY,Fiscal balance,2029,3.467
EGY,Fiscal balance,2030,3.453
EGY,Fiscal balance,2031,3.44
EGY,Gen gov debt,2027,84.889
EGY,Gen gov debt,2028,81.977
EGY,Gen gov debt,2029,78.048
EGY,Gen gov debt,2030,74.511
EGY,Gen gov debt,2031,70.92
GEO,GDP growth,2027,5.019
GEO,GDP growth,2028,4.993
GEO,GDP growth,2029,4.992
GEO,GDP growth,2030,5.0
GEO,GDP growth,2031,4.994
GEO,Inflation,2027,3.048
GEO,Inflation,2028,3.0
GEO,Inflation,2029,3.0
GEO,Inflation,2030,3.0
GEO,Inflation,2031,3.0
GEO,Fiscal balance,2027,-2.321
GEO,Fiscal balance,2028,-2.319
GEO,Fiscal balance,2029,-2.218
GEO,Fiscal balance,2030,-2.213
GEO,Fiscal balance,2031,-2.212
GEO,Fiscal balance,2027,-0.628
GEO,Fiscal balance,2028,-0.674
GEO,Fiscal balance,2029,-0.595
GEO,Fiscal balance,2030,-0.681
GEO,Fiscal balance,2031,-0.708
GEO,Gen gov debt,2027,34.525
GEO,Gen gov debt,2028,34.03
GEO,Gen gov debt,2029,33.307
GEO,Gen gov debt,2030,33.006
GEO,Gen gov debt,2031,32.983
IRN,GDP growth,2027,3.215
IRN,GDP growth,2028,1.478
IRN,GDP growth,2029,1.813
IRN,GDP growth,2030,2.055
IRN,GDP growth,2031,2.06
IRN,Inflation,2027,39.598
IRN,Inflation,2028,33.75
IRN,Inflation,2029,28.75
IRN,Inflation,2030,25.0
IRN,Inflation,2031,25.0
IRN,Fiscal balance,2027,-4.712
IRN,Fiscal balance,2028,-4.277
IRN,Fiscal balance,2029,-4.068
IRN,Fiscal balance,2030,-3.84
IRN,Fiscal balance,2031,-3.609
IRN,Fiscal balance,2027,-2.747
IRN,Fiscal balance,2028,-2.283
IRN,Fiscal balance,2029,-2.165
IRN,Fiscal balance,2030,-1.908
IRN,Fiscal balance,2031,-1.69
IRN,Gen gov debt,2027,38.173
IRN,Gen gov debt,2028,39.755
IRN,Gen gov debt,2029,41.554
IRN,Gen gov debt,2030,42.966
IRN,Gen gov debt,2031,44.146
IRQ,GDP growth,2027,11.303
IRQ,GDP growth,2028,3.47
IRQ,GDP growth,2029,3.334
IRQ,GDP growth,2030,3.395
IRQ,GDP growth,2031,3.457
IRQ,Inflation,2027,3.269
IRQ,Inflation,2028,3.28
IRQ,Inflation,2029,3.578
IRQ,Inflation,2030,4.23
IRQ,Inflation,2031,4.816
IRQ,Fiscal balance,2027,-2.664
IRQ,Fiscal balance,2028,-4.404
IRQ,Fiscal balance,2029,-5.681
IRQ,Fiscal balance,2030,-6.32
IRQ,Fiscal balance,2031,-7.275
IRQ,Fiscal balance,2027,-1.693
IRQ,Fiscal balance,2028,-3.314
IRQ,Fiscal balance,2029,-4.437
IRQ,Fiscal balance,2030,-4.907
IRQ,Fiscal balance,2031,-5.676
IRQ,Gen gov debt,2027,58.726
IRQ,Gen gov debt,2028,60.93
IRQ,Gen gov debt,2029,63.839
IRQ,Gen gov debt,2030,66.927
IRQ,Gen gov debt,2031,70.575
JOR,GDP growth,2027,3.1
JOR,GDP growth,2028,3.0
JOR,GDP growth,2029,3.0
JOR,GDP growth,2030,3.0
JOR,GDP growth,2031,3.0
JOR,Inflation,2027,2.17
JOR,Inflation,2028,2.186
JOR,Inflation,2029,2.195
JOR,Inflation,2030,2.203
JOR,Inflation,2031,2.203
JOR,Fiscal balance,2027,-5.32
JOR,Fiscal balance,2028,-4.299
JOR,Fiscal balance,2029,-4.11
JOR,Fiscal balance,2030,-4.123
JOR,Fiscal balance,2031,-4.299
JOR,Fiscal balance,2027,0.446
